"expStartTime" "subjectID" "condition" "block" "timespent" "berries_found" "delta_after_food_200" "delta_after_food_300" "delta_speed_after_food_200" "delta_speed_after_food_300" "delta_speed_after_food_200_t1" "delta_speed_after_food_300_t1" "delta_speed_after_food_200_t2" "delta_speed_after_food_300_t2" "delta_speed_after_food_200_t3" "delta_speed_after_food_300_t3" "delta_speed_after_food_200_t4" "delta_speed_after_food_300_t4" "delta_speed_after_food_200_t5" "delta_speed_after_food_300_t5" "mean_speed_pxps_t1" "mean_speed_pxps_t2" "mean_speed_pxps_t3" "mean_speed_pxps_t4" "mean_speed_pxps_t5"
20190307162250 6 "sad" "baseline" 300.001077071922 111 0.01998172696186 0.0181669620924382 0.0519730345678146 0.0508335334408142 0.0519001922607427 0.0542604761123662 0.0553931209422916 0.0548382188100656 0.0374988555908206 0.0386320627652683 0.0595732494132231 0.053644838844424 0.0497286496843613 0.0498014116436712 66.6804437160492 107.979103094188 111.70293532944 120.519167975813 131.463265799108
20190307162250 6 "sad" "main" 299.995993582245 111 0.0201293603828089 0.0209204641531912 0.0502148783987163 0.0512597457625572 0.0608169902454726 0.0594844488416402 0.0420435180664055 0.0455618576217476 0.0496165657043457 0.0513023743423889 0.0453260629827329 0.0468898957259174 0.057832111272597 0.0562665243924522 66.4150131528741 107.243976667777 115.413625393043 125.378857298685 136.954647729279
20190307162831 7 "excited" "baseline" 299.996384201939 69 0.0209507203524431 0.0209499116927858 0.0896582109654846 0.0755360537110751 0.0249779371781783 0.0197832982680377 0.0524343272617885 0.038805171421596 0.0853521056043302 0.0719226632276767 0.101612576175046 0.0874457205443824 0.145046396891276 0.126507480439686 35.5451645928295 75.0296716761914 78.8584475355141 88.4457920793654 99.3748118731372
20190307162831 7 "excited" "main" 300.0209123415 117 0.0209299974637601 0.0223056896057007 0.106571881855192 0.0869703971299606 0.0605331321815392 0.0442194654961594 0.0843063364400494 0.0658181053182994 0.116398609646884 0.098069260597229 0.133642987060547 0.109353678923387 0.12360078125 0.104910075898223 72.6374084374713 84.3869965454303 94.0747522300118 103.927245292094 109.012503415439
20190308100723 8 "sad" "baseline" 300.014025438503 104 0.040479974432306 0.0394750899621681 0.0542157007573724 0.0541119660513301 0.0587031339757586 0.0558667158239032 0.0593322601318361 0.0615040424053489 0.0478288632347453 0.0438533156558131 0.0608413996015279 0.0614672786287463 0.0492662726129807 0.0520900817350911 80.3705344124205 102.269614383451 111.551484762916 99.9943290672915 125.886247894054
20190308100723 8 "sad" "main" 300.009286094856 132 0.0421048585796275 0.0463399337630458 0.0567783841847593 0.057296536070529 0.0828869658760404 0.0782844170662872 0.0499995950552119 0.0470917962945714 0.0530558105468753 0.0572532179612383 0.0520506454467775 0.0506006591796877 0.0501224138055532 0.0557678437666463 72.909289453305 115.116085852055 121.824312464807 129.847495575585 137.992195019531
20190308105914 9 "excited" "baseline" 300.001091256515 139 0.0161553197627445 0.0185424428363232 0.0506486939590002 0.0543520748650652 0.0530850703798493 0.0492829568797146 0.0440143654563213 0.0519134017837634 0.053880801953768 0.062853101043084 0.0521137680326192 0.0602600043036724 0.0521865978869763 0.0496177438589244 85.9121166809493 115.45761149505 123.380082197824 131.299023589597 142.177996240008
20190308130944 10 "sad" "baseline" 300.007415155426 145 0.0300488651463741 0.0279461331846524 0.119108052093055 0.100371938939395 0.0530417293972443 0.036685644079138 0.107189975738525 0.0925321520138411 0.115010907686673 0.0951451816768431 0.175555542418674 0.174544806790869 0.150049716899922 0.11345321223604 63.378928861419 86.4273523536438 89.6553034152095 99.544332085477 117.282437512573
20190308130944 10 "sad" "main" 300.0055972892 154 0.0242620932421641 0.0231476097527237 0.126039624129726 0.103149107081102 0.0404195967964507 0.0307105487325919 0.129993699580288 0.108671142855665 0.168960384438254 0.139214753175721 0.141754892710093 0.11487751446774 0.124113393930288 0.100854069636418 75.2513512288564 92.871013933547 92.3122600635045 99.757311131764 129.435849496695
20190311130834 11 "excited" "baseline" 300.010784335922 117 0.0176940455298915 0.018562786482591 0.0542365534017377 0.0549726280675183 0.0576195532226573 0.0602980328385919 0.0556514425838681 0.0532966413541063 0.0547206366062167 0.0539054054480336 0.0520380020141606 0.052766832871871 0.0504811038827541 0.0540487787712137 73.2812391130011 103.863290524015 119.611877124256 128.314877158717 138.992261260949
20190311130834 11 "excited" "main" 299.987155395564 113 0.0159590695275737 0.0152444816587864 0.0595648317590224 0.0596288926838515 0.0599075748219212 0.0581978437673994 0.0562183520977304 0.056843056982689 0.0655095487711383 0.06366714925536 0.0528224108769347 0.0581275867710456 0.0651918758664814 0.0610490382801404 61.6764631991664 107.633694741681 118.910881023576 130.193724017172 132.197498958959
20190311131502 12 "sad" "baseline" 299.987130758701 95 0.0219440726686323 0.0195192325264859 0.0889978527306371 0.0741221248253585 0.0291107316450641 0.0195227883078836 0.0586278057098393 0.0465035311381025 0.114550238869407 0.100813922486719 0.109666719610041 0.0901122516632083 0.11203269556949 0.094285738643295 24.0675430224453 76.3989277293899 88.1568105475173 83.1414766851952 99.9293929542748
20190311131502 12 "sad" "main" 300.007928264062 128 0.0243113789207492 0.0235587962168638 0.113877309586321 0.0929154655671837 0.0430909174138852 0.0304033730246806 0.0855711905739524 0.0702830400653915 0.13772734485973 0.108801373153174 0.126158207071238 0.10142384765461 0.18664242450456 0.164636008095908 67.5333885260171 89.0771528852205 100.341963455214 110.440985120085 120.824871376754
20190314120341 13 "excited" "baseline" 299.996072672167 119 0.0397516547975132 0.0395021856010625 0.105039170966793 0.0867615521137087 0.0493085403442384 0.0407242889404298 0.105747591002914 0.0832681170376868 0.0838956590132279 0.0618750429153442 0.125994264995971 0.10681182811331 0.120117739722841 0.101690758865332 53.0786834210349 70.3114227329327 9.26976657700946 92.3744969234085 97.7909597006442
20190314120341 13 "excited" "main" 300.013638785457 110 0.0352828708465028 0.0336234793160452 0.113248811630375 0.100037072892354 0.111348368558017 0.092043147513446 0.0852645619710289 0.0657512101316766 0.101229009076583 0.0849270662011948 0.132214786236103 0.104792363428808 0.126292381286621 0.141112349164354 60.4947928072059 73.2348253575466 82.9546915255732 92.7852129330843 103.502936173849
20190314130014 14 "sad" "baseline" 300.009336837037 132 0.0253355552061781 0.0262625032946033 0.10849787013505 0.090629376314763 0.0365257825349508 0.0266528802168998 0.0852628018827783 0.0666511836137312 0.106225376753373 0.0874074040805592 0.150744323003859 0.127932348492063 0.128027380238409 0.113273029646348 71.8515540801194 88.1808416668609 96.8649861671651 112.401355838069 124.355310642849
20190314130014 14 "sad" "main" 299.997035637255 129 0.0208458081277671 0.0211026134091247 0.105903733842889 0.0860305429976268 0.055000468167392 0.0379095458984377 0.118439606536519 0.0963697901894066 0.13149705863113 0.113223546568129 0.103151971887658 0.0852809235103536 0.121035395021793 0.0981646422035681 78.2171376040047 91.2724226207948 102.10107361867 108.929481014963 118.712321955685
20190314135727 15 "excited" "baseline" 299.999591871851 106 0.0300148578787023 0.0286269111745118 0.0969282152624115 0.0813813847964509 0.0474197673797609 0.0498762119517608 0.0679150624708698 0.0527751077390186 0.119444059892134 0.0975419265482607 0.113797922234786 0.0970121883593107 0.124212829589844 0.103372478064087 49.8230634641264 82.6930220731151 91.6588019150955 104.755714629513 108.122615616375
20190314135727 15 "excited" "main" 300.001467087876 122 0.0317335014586006 0.0311374266089226 0.112240586984759 0.0965290835038408 0.0519253349304201 0.0460162353515626 0.101981635353782 0.0832902239631206 0.148540617657946 0.137273696355242 0.132435633732721 0.110850052021764 0.123439054943267 0.10184216581671 79.2337384730235 86.7015883290997 96.5637925434055 107.927115204755 114.035228354018
20190314141803 16 "sad" "baseline" 300.00549733676 37 0.0131298606869286 0.0143168472910905 0.0743690437110691 0.0780392360228401 0.0301449279785157 0.0320258903503419 0.0637330405495385 0.071878497597221 0.0994890228271487 0.0994362478738307 0.0582604108537928 0.0635547310965381 0.0599981689453066 0.0642837524413999 51.8258881740224 75.5984136977814 98.7868343823578 76.9058247107885 99.8290284283393
20190314141803 16 "sad" "main" 300.015798315269 119 0.0179740689215815 0.02054441436851 0.0602909160826454 0.0622767254648825 0.0589902076721194 0.0618059838368345 0.0543372802734349 0.054693175179615 0.0520281612799037 0.0586714173423705 0.0398657384412044 0.0418306592541603 0.0937314735291503 0.0919400239938042 71.0119348211604 94.9255555726512 89.6058730141294 120.897825568781 126.530955377026
20190314155740 17 "excited" "baseline" 300.013902879679 121 0.027078767506513 0.0281391688349646 0.0672951767796468 0.0664821630220859 0.0658461448451456 0.0667502178955082 0.0482943815343509 0.0476974812996476 0.0895541332614038 0.0879073401819876 0.058927467664083 0.0576610888501149 0.0618800386701313 0.060655642422763 71.745896805632 109.010283552947 120.041279091965 128.879041348661 139.370146766076
20190314155740 17 "excited" "main" 300.011340917289 165 0.0366943501027058 0.0387834929467842 0.0599047835841321 0.0607541202715499 0.0537299235026045 0.0561084968566898 0.0675221045931477 0.0673863324833701 0.0694584551724522 0.0648739929748912 0.0505867979867114 0.0520048607566136 0.0557887838668172 0.0611619621725634 97.8116557723144 115.662923772635 126.732545817784 138.776283397731 153.407826970248
20190315110553 18 "sad" "baseline" 300.006053964962 110 0.0248066145351329 0.0223399021480229 0.107756135515846 0.0892083212396797 0.0598832178597501 0.0435271764684609 0.120023447061514 0.103693192554121 0.134138313475642 0.115452362253918 0.113248612467448 0.0862498406378772 0.11318384467231 0.0957223711956993 76.8013310287443 91.7168553643231 103.650620088646 112.630727076725 115.840207318344
20190315110553 18 "sad" "main" 300.001522320883 148 0.0335841030306668 0.0327864127445094 0.116566448975547 0.0971375572832601 0.0444913449494738 0.0404302385335081 0.127057758897115 0.102384372858809 0.124991027832031 0.102950490220408 0.146694028130893 0.124826951285367 0.12068820476532 0.101481607010315 69.4856826194722 91.70705612645 103.12441293334 115.197475888255 124.766884098273
20190315132114 19 "excited" "baseline" 299.988597837719 98 0.0291970751748039 0.0290576310715091 0.103528872566011 0.0898015216612863 0.0451508435336027 0.0339639351584695 0.100845944112983 0.0817722006405102 0.116573520788165 0.10149288991551 0.115973759242467 0.113400089847798 0.147398602803548 0.130399427093554 68.6717182070662 83.7365335948432 87.1630092987023 93.0931330954532 101.583769778728
20190315132114 19 "excited" "main" 300.015337314974 128 0.025477398078335 0.023858341877123 0.0981790452220223 0.0817723855597208 0.0383477892194477 0.0263389805385045 0.0856783971613105 0.0698868727740121 0.124260729176871 0.109840399775012 0.107848791503905 0.0919741699218743 0.118566905430385 0.0957803249808272 67.7271684121971 84.9166594885092 93.974757848161 106.196079334984 114.934756118053
20190319131435 20 "sad" "baseline" 300.004601651088 139 0.0228577894694568 0.022433016207787 0.0540777910160013 0.0544341378896598 0.0608571791875931 0.0540203416006907 0.0595683174552491 0.0588467977757286 0.0573936203987369 0.0551978396487351 0.0501737818036763 0.046310720732718 0.0453425886444231 0.0581111806382881 63.9896200787512 108.491420005655 120.320207153053 130.528578403711 137.24073835766
20190319131435 20 "sad" "main" 299.990961818733 138 0.0148095999956269 0.0159276754911494 0.055485738818533 0.0570519738648214 0.0479716439995888 0.0506107817563147 0.0480404897054032 0.0464127702314771 0.0473403517405196 0.0451594078846471 0.0812018006772414 0.0897262204865581 0.05375172800832 0.0558763286495999 76.6455024130279 110.457114927434 124.795909694838 137.237732491842 141.576918169878
20190319140759 21 "excited" "baseline" 299.998057187982 116 0.0233821425205642 0.0234526030902621 0.0553934063371179 0.0566164905437082 0.0659990867332177 0.0646569376008947 0.0571845964704237 0.0585747048035142 0.0518094635009768 0.0512329664963945 0.0477067036220008 0.0530878359707923 0.038573684692383 0.0409102145108312 80.644817711245 114.649422723026 126.973861115963 131.548532361221 77.985847917554
20190319140759 21 "excited" "main" 299.995285149019 126 0.0292462597803319 0.030744810376682 0.0578758525427678 0.0581673429476825 0.0482229741624555 0.046964493341537 0.0851938694999332 0.0908226037477994 0.0580343856811528 0.0592727466289819 0.0424685912132266 0.0427734911441806 0.0544996179853168 0.0511899970413804 76.7914565732384 117.199838472005 124.958112090657 130.138031091305 137.162614819439
20190319162354 22 "sad" "baseline" 300.003315700312 109 0.0180662303750685 0.0178496989039944 0.0610582562367848 0.0621890841009289 0.0586093498678772 0.0568523987201085 0.0382164197649272 0.0462757359718787 0.056456378439197 0.0638158013953912 0.0640120348723038 0.0645709070082166 0.0735371124744418 0.0691051497459415 67.4308044869819 50.3543599848042 112.64197335873 89.114054380507 103.425549492131
20190319162354 22 "sad" "main" 300.004441360041 118 0.0163035867160964 0.0150959256930512 0.0627917342105154 0.0639704600626297 0.0572086257934575 0.0550020139217382 0.0515384462992343 0.0522872201102114 0.121612572870335 0.13210220497599 0.0500654296875001 0.0509401532686674 0.0551422642299109 0.0530369351473724 69.7858821604872 97.479709624481 58.8843431615118 108.68426003784 131.568084199673
20190321130324 23 "excited" "baseline" 299.991776459277 97 0.0481003954165789 0.0421175770534 0.114403963269535 0.0940197324469805 0.0469400024414063 0.0406683349609376 0.0730061848958335 0.0620635188482947 0.108045609408292 0.090237180091153 0.112201508525023 0.0957828953416064 0.157547880172729 0.122019537747561 13.7342425957362 43.1695432592473 86.8634929027952 95.8287239279292 106.758877713531
20190321130324 23 "excited" "main" 300.010145546588 132 0.0293563092561318 0.0301334342509517 0.116327115148599 0.0979185381147815 0.0497477043999568 0.0405037547923902 0.115833387944605 0.09134939814816 0.1482075807976 0.125392251886873 0.133193586941423 0.110371924339257 0.138306553120516 0.127975518896387 77.6461726590368 91.2042352791214 99.2567946297783 116.911889725589 122.302987753378
20190321141908 24 "sad" "baseline" 299.996366704451 102 0.0214604734817918 0.0219968737703938 0.0533749257897126 0.0569107003231868 0.0595839385986331 0.0625592687129978 0.0521686329561103 0.0586977169774143 0.0499207118200875 0.0528454946203968 0.0584920398167202 0.0592314495273404 0.0417843532562259 0.05019250869751 46.3984131131287 100.426073244849 110.752156846835 125.092263070523 133.326854075891
20190321141908 24 "sad" "main" 299.989009854514 131 0.0105336506237019 0.0108246215241135 0.0576908807127685 0.0565660654817328 0.0511540366953071 0.0490835546595711 0.0579322345440197 0.0602234963499347 0.0595141360224514 0.0558017841419144 0.061475869631438 0.0605812448630239 0.0601564524125083 0.059514384083934 92.2601022489403 115.738494118289 121.962083384857 131.311063010476 139.660160151383
20190321160412 25 "excited" "baseline" 300.006955988873 111 0.0350081915633673 0.0335743636835224 0.113403728825649 0.0971617016334749 0.076163416082209 0.059994052662569 0.11254537936124 0.107452845943675 0.117152450668228 0.0940148198054388 0.161325010819868 0.140674651558463 0.115102135067894 0.094370055289994 75.5496123367817 82.0230142525226 98.3466982984935 83.8054015175507 109.520129002977
20190321160412 25 "excited" "main" 300.021261906882 110 0.0299247035106993 0.0298453752563618 0.106384412819998 0.0892159592920861 0.0400315475463867 0.0313859100341797 0.1084155688045 0.0941416389282495 0.11957760594896 0.0983301726560541 0.143315673828124 0.118550443991636 0.120175853989879 0.102045273047848 79.0537144860556 87.0273274672659 94.3027620821306 105.414044875242 115.012782821765
20190321170756 26 "sad" "baseline" 299.99746670752 99 0.0205019383877592 0.022419127943393 0.104948848769903 0.0857835929235304 0.0659715881347661 0.0465707842508955 0.0666465026062806 0.0547995060031154 0.101110907632198 0.0863741805900362 0.11938030363384 0.097973562455715 0.125941198730467 0.0976781485421298 43.6917934073158 85.6791152618654 90.8239676046692 102.207415159523 112.801237746981
20190321170756 26 "sad" "main" 300.008560729438 103 0.0292955872410609 0.0293524385539258 0.133787332122345 0.107746249676386 NA NA 0.0654663058194249 0.0473488575654873 0.125006505753158 0.104301799961576 0.142398893876509 0.108257112735516 0.220734961736769 0.184853466604479 0 77.2469665478241 92.4896803116094 103.97113278171 109.141932533666
20190322100817 27 "excited" "baseline" 300.000334774767 103 0.0228201837010188 0.0228159421862198 0.093483192466935 0.0787593386232426 0.0200740814208983 0.0133827209472656 0.0535354518890382 0.0388316980997722 0.119480956156735 0.0997329010439043 0.101271337222522 0.0856351816366007 0.111665092468262 0.101461601257324 17.796129823196 78.1011567803542 89.3413579525383 89.817499527606 94.6170643047582
20190322100817 27 "excited" "main" 299.992703781688 125 0.0261695446107983 0.0253176956357588 0.103913564658425 0.0835684457278704 0.0458186125321825 0.0347035693000347 0.0928705231881031 0.0769425411637726 0.116035435168774 0.0942297673425755 0.113952298990884 0.0912118697030194 0.130025794165475 0.104117373971026 47.1548766205276 62.4592837106068 94.3678804756526 89.9226821538664 111.043955333458
20190322120902 28 "sad" "baseline" 299.986502147056 109 0.0288628522420259 0.0306498768022476 0.0944042194865959 0.0840387327615977 0.0429791736602784 0.0369640159606935 0.0758963264574846 0.0736262871237363 0.105726779971304 0.0918233461203218 0.111822324555495 0.101125064793478 0.117141810825893 0.0993391108250881 41.7520256275159 79.3783709353885 92.4110049566554 105.757337292747 117.156055220638
20190322120902 28 "sad" "main" 299.989145630042 129 0.0266100556546106 0.0259975183677178 0.107195426688218 0.0900784354133415 0.0492185440063479 0.0363956960042319 0.111180621060458 0.09187639950023 0.124513627691301 0.111181258694156 0.12206117248535 0.105695311955042 0.137331983504757 0.11413930079566 82.0468809480642 89.2985957065636 96.4322963026704 110.06599159529 121.415437803951
20190326140454 29 "excited" "baseline" 299.992764866617 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 8.37079915636213 31.7791419542753 9.43515279161278 36.8686611689936 35.10263671875
20190326140454 29 "excited" "main" 300.003446408455 98 0.0330888452773402 0.0347487146384305 0.0948816981271378 0.0809564977365069 0.0515291716835716 0.0421558641919903 0.107883268414122 0.0901513500053344 0.102766020539519 0.09350692123926 0.0994017791748046 0.0812727212905883 0.122262493896484 0.104494984297318 49.7287371287626 85.6009729707123 94.4859151676061 64.7111220467766 106.795300145694
20190326145938 30 "sad" "baseline" 300.002304783899 91 0.0185558007022546 0.0183443143211921 0.0602821518734822 0.0583647124538833 0.0672865880330409 0.0663495314964885 0.0574279799688422 0.0558972541653373 0.0765637618776348 0.0702126996691051 0.0577500406901044 0.0551367224179784 0.0389415946373577 0.0426918147160461 60.5930731525404 104.066450727976 109.398414598548 120.732313698216 127.321860226496
20190326145938 30 "sad" "main" 300.002741892881 126 0.0198581747457284 0.0197883156500957 0.0616653472658187 0.0610132168684438 0.0510730794270836 0.05003184302613 0.0565383911132799 0.0588459205143738 0.0584286849975589 0.0592678309513976 0.075970744269235 0.0784042919505728 0.0715004477364678 0.0642773795387964 99.2233112789137 112.04180116549 130.115035676973 130.203851463125 135.980586517834
20190305131226 31 "excited" "baseline" 300.015973863202 116 0.0205499345060308 0.0230859770695704 0.108226604422378 0.0891711307778622 0.0563166855320786 0.0462209723977482 0.0997527562291173 0.0799749200994321 0.108591495947404 0.0913733586283293 0.137650675738298 0.111593806489191 0.126737001242758 0.106790892562961 54.7099659778331 82.5513956551308 95.3968746761624 107.69249778611 113.118435846956
20190305131226 31 "excited" "main" 300.00237206601 131 0.0177584010385014 0.0156443489650048 0.118079877412247 0.0993293718740991 0.0574028459028767 0.0420151163736981 0.111690187905051 0.091030366860184 0.118818513183595 0.094191138218472 0.152815246582031 0.140889829309096 0.169303111348834 0.148601188259525 57.606303431527 84.4641045667665 91.9351666391972 98.610437813427 122.272470872145
20190326161208 31 "excited" "baseline" 299.992656496587 109 0.0225593839802166 0.0246638120662038 0.117569867309876 0.097039137126883 0.0424006594144384 0.0325652019794172 0.14733139962861 0.132970191515089 0.10777444787459 0.0855412552356723 0.113136704878373 0.0953203630323533 0.195630662706162 0.148592636331969 63.5446094044145 89.469119561341 96.085686718635 103.396335794638 110.845008980356
20190326161208 31 "excited" "main" 299.991449031069 121 0.0467765405950223 0.0480694567803625 0.0982451912459353 0.0853996546849284 0.0401484898158484 0.0298226492745537 0.0802240143552354 0.0720093321431166 0.111359339942617 0.089826543858982 0.114091725015875 0.0973502603385209 0.133514491489956 0.134287988117262 52.2123472194871 80.2768943712549 96.3153051634153 101.967598348413 119.583994848958
20190305140259 32 "sad" "baseline" 299.995163195002 112 0.0206616976609601 0.0201696555986627 0.123855662315807 0.100632176397465 0.119086412768343 0.1026618185063 0.0988816829274297 0.0865006885242847 0.105469154496626 0.0874022149590885 0.160099763961064 0.12359017050683 0.131040140787761 0.10046588918665 50.6319698079427 69.6338197153777 106.239097774808 107.214177780253 110.703828827902
20190305140259 32 "sad" "main" 299.994143792239 124 0.0228773038669077 0.0234626626617355 0.116013203064367 0.0961344628242668 0.043521423339844 0.0304963742769683 0.109037063438576 0.0915583387496939 0.126008579799107 0.104278499603272 0.125814961309017 0.125430486833086 0.174256865637643 0.131160755810221 78.0078511833571 88.9485517136594 93.3509411209201 74.3537775186763 119.318113806549
20190326160652 32 "sad" "baseline" 300.013849532478 144 0.0190659062992749 0.0192912462909424 0.0587158810373336 0.0598477460494883 0.054877317948775 0.0541638133309106 0.0643886899322153 0.069051842489159 0.0590286093047173 0.0630754758200675 0.0363191073998474 0.0384487403979143 0.0674968848290378 0.0624101998825699 77.74753679548 113.825256569414 124.81886053007 134.632688113778 128.189158709883
20190326160652 32 "sad" "main" 300.013919868384 134 0.0278731379794781 0.0253869803599051 0.0590497020648234 0.0582405559365121 0.0707575721740734 0.0654557352066052 0.048040656195746 0.0510575379125939 0.060574627580314 0.0603335451890052 0.0605862956852111 0.0598494253867917 0.0553032699896359 0.05381140374518 71.3303968313799 110.77045788622 120.004596250086 130.442651409754 136.52552613356
20190305145601 33 "excited" "baseline" 300.003673110105 120 0.0133550647131923 0.0134242653273914 0.110293063319813 0.0946347432309985 0.0571435546875 0.044443359375 0.0595922424316408 0.0423735699821922 0.122052664098341 0.110084465581342 0.123490118903082 0.109423597185902 0.130156750592319 0.106529412820098 59.3981202101841 78.1979510865729 99.7279363991757 107.740322391837 115.838046211109
20190305145601 33 "excited" "main" 300.010677315708 131 0.0152533068454753 0.0154458626393661 0.108063876700683 0.0898788988407916 0.0841819178725734 0.0732174255371094 0.102735120104505 0.0803863762072823 0.124349850920288 0.103322543423684 0.10963218383789 0.0881724472548933 0.118137370142444 0.100794872084324 75.7928134805648 91.796549810762 102.217528016957 113.517709751341 118.058736315889
20190305153457 34 "sad" "baseline" 300.004566962649 120 0.0463877490210155 0.0485046028989434 0.0660167940957206 0.0685845401269771 0.056532719421387 0.0577030105590823 0.0510970538595438 0.0512607655021706 0.0534328163994688 0.0534289582199895 0.0676062611171178 0.0674617948986235 0.094955556484279 0.104751980437754 72.84663534046 107.454737108095 120.734326073006 129.094408806486 140.349495704188
20190305153457 34 "sad" "main" 299.995627742283 119 0.0377327958567867 0.0406474360309984 0.0571800083833583 0.0538052145396938 0.0721430911109565 0.0649663434709825 0.063216348871007 0.0555362227133872 0.0569914134343469 0.0548957868722773 0.0488954588083122 0.0493276097224311 0.0484454060648827 0.0467966799969443 80.6493208722371 111.15819193857 118.835420020495 131.692153990459 139.157773578551
20190305161213 35 "excited" "baseline" 300.01485756133 106 0.0260705195447714 0.0266585369491534 0.11146897579705 0.0965810603972535 0.0465949794224326 0.0392824881417408 0.0639402632279829 0.0480643160202923 0.121463300115412 0.0978776867137237 0.126247825823921 0.10432331952612 0.130952626448409 0.131386145970844 23.4286823021926 73.216102717853 66.9904300143829 85.9712599851407 104.077389090402
20190305161213 35 "excited" "main" 299.990156439233 111 0.0214334067010459 0.0208642671980514 0.113936257805673 0.0937693964955388 0.0626973077022669 0.048494381374783 0.125645366723458 0.109340559117934 0.100126317641314 0.0849782248104322 0.127126334054128 0.102418754733337 0.163070074304358 0.126479652840612 78.016131120786 94.8275709374059 103.885203191075 108.162013200559 111.71634727792
