expStartTime,subjectID,condition,block,timespent,patch_number,patch_center_coordinates,patch_times_entered,patch_color,patch_value_per_berry,patch_points_scored,total_points_scored,total_patches_entered,unique_patches_entered,all_encountered_berry_coords
20190321112943,0057,excited,main,300.006476902,1,(396; 540),1,(255; 0; 0),1,21,147,7,6,(266; 253)--(263; 252)--(250; 251)--(248; 252)--(244; 258)--(242; 261)--(250; 267)--(260; 271)--(261; 274)--(275; 274)--(279; 274)--(285; 268)--(282; 263)--(259; 261)--(256; 257)--(258; 245)--(287; 252)--(285; 248)--(273; 237)--(270; 238)--(411; 533)--(389; 525)--(384; 529)--(381; 531)--(375; 541)--(382; 553)--(385; 555)--(387; 556)--(386; 560)--(404; 556)--(413; 550)--(416; 549)--(400; 549)--(396; 550)--(382; 545)--(387; 537)--(405; 524)--(401; 521)--(400; 539)--(404; 545)--(406; 544)--(53; 366)--(51; 357)--(53; 354)--(52; 348)--(57; 343)--(62; 337)--(86; 355)--(82; 371)--(66; 346)--(68; 343)--(67; 339)--(73; 352)--(69; 367)--(77; 367)--(77; 342)--(80; 335)--(74; 367)--(67; 359)--(69; 358)--(66; 356)--(69; 345)--(76; 351)--(78; 353)--(74; 358)--(65; 353)--(56; 359)--(58; 361)--(66; 364)--(84; 347)--(50; 229)--(33; 241)--(35; 249)--(41; 259)--(46; 250)--(45; 239)--(53; 243)--(54; 245)--(52; 262)--(55; 263)--(62; 265)--(61; 251)--(62; 228)--(67; 244)--(66; 251)--(74; 252)--(75; 247)--(50; 240)--(63; 248)--(63; 241)--(73; 235)--(69; 255)--(58; 260)--(42; 237)--(506; 84)--(507; 72)--(491; 73)--(488; 89)--(494; 92)--(505; 100)--(528; 82)--(525; 78)--(520; 72)--(515; 69)--(504; 67)--(499; 73)--(492; 80)--(514; 95)--(521; 95)--(518; 84)--(503; 78)--(501; 77)--(499; 92)--(525; 84)--(516; 101)--(509; 102)--(482; 78)--(502; 82)--(498; 100)--(491; 96)--(488; 96)--(472; 233)--(471; 235)--(464; 235)--(457; 226)--(478; 213)--(483; 213)--(490; 220)--(489; 226)--(471; 247)--(460; 248)--(460; 231)--(481; 226)--(485; 230)--(495; 241)--(491; 247)--(489; 249)--(484; 250)--(472; 225)--(471; 227)--(474; 217)--(467; 228)--(469; 245)--(474; 224)--(460; 227)--(274; 257)--(276; 252)
20190321112943,0057,excited,main,300.006621497,2,(53; 246),1,(255; 0; 0),1,24,147,7,6,(266; 253)--(263; 252)--(250; 251)--(248; 252)--(244; 258)--(242; 261)--(250; 267)--(260; 271)--(261; 274)--(275; 274)--(279; 274)--(285; 268)--(282; 263)--(259; 261)--(256; 257)--(258; 245)--(287; 252)--(285; 248)--(273; 237)--(270; 238)--(411; 533)--(389; 525)--(384; 529)--(381; 531)--(375; 541)--(382; 553)--(385; 555)--(387; 556)--(386; 560)--(404; 556)--(413; 550)--(416; 549)--(400; 549)--(396; 550)--(382; 545)--(387; 537)--(405; 524)--(401; 521)--(400; 539)--(404; 545)--(406; 544)--(53; 366)--(51; 357)--(53; 354)--(52; 348)--(57; 343)--(62; 337)--(86; 355)--(82; 371)--(66; 346)--(68; 343)--(67; 339)--(73; 352)--(69; 367)--(77; 367)--(77; 342)--(80; 335)--(74; 367)--(67; 359)--(69; 358)--(66; 356)--(69; 345)--(76; 351)--(78; 353)--(74; 358)--(65; 353)--(56; 359)--(58; 361)--(66; 364)--(84; 347)--(50; 229)--(33; 241)--(35; 249)--(41; 259)--(46; 250)--(45; 239)--(53; 243)--(54; 245)--(52; 262)--(55; 263)--(62; 265)--(61; 251)--(62; 228)--(67; 244)--(66; 251)--(74; 252)--(75; 247)--(50; 240)--(63; 248)--(63; 241)--(73; 235)--(69; 255)--(58; 260)--(42; 237)--(506; 84)--(507; 72)--(491; 73)--(488; 89)--(494; 92)--(505; 100)--(528; 82)--(525; 78)--(520; 72)--(515; 69)--(504; 67)--(499; 73)--(492; 80)--(514; 95)--(521; 95)--(518; 84)--(503; 78)--(501; 77)--(499; 92)--(525; 84)--(516; 101)--(509; 102)--(482; 78)--(502; 82)--(498; 100)--(491; 96)--(488; 96)--(472; 233)--(471; 235)--(464; 235)--(457; 226)--(478; 213)--(483; 213)--(490; 220)--(489; 226)--(471; 247)--(460; 248)--(460; 231)--(481; 226)--(485; 230)--(495; 241)--(491; 247)--(489; 249)--(484; 250)--(472; 225)--(471; 227)--(474; 217)--(467; 228)--(469; 245)--(474; 224)--(460; 227)--(274; 257)--(276; 252)
20190321112943,0057,excited,main,300.006717491,3,(201; 170),0,(255; 0; 0),1,0,147,7,6,(266; 253)--(263; 252)--(250; 251)--(248; 252)--(244; 258)--(242; 261)--(250; 267)--(260; 271)--(261; 274)--(275; 274)--(279; 274)--(285; 268)--(282; 263)--(259; 261)--(256; 257)--(258; 245)--(287; 252)--(285; 248)--(273; 237)--(270; 238)--(411; 533)--(389; 525)--(384; 529)--(381; 531)--(375; 541)--(382; 553)--(385; 555)--(387; 556)--(386; 560)--(404; 556)--(413; 550)--(416; 549)--(400; 549)--(396; 550)--(382; 545)--(387; 537)--(405; 524)--(401; 521)--(400; 539)--(404; 545)--(406; 544)--(53; 366)--(51; 357)--(53; 354)--(52; 348)--(57; 343)--(62; 337)--(86; 355)--(82; 371)--(66; 346)--(68; 343)--(67; 339)--(73; 352)--(69; 367)--(77; 367)--(77; 342)--(80; 335)--(74; 367)--(67; 359)--(69; 358)--(66; 356)--(69; 345)--(76; 351)--(78; 353)--(74; 358)--(65; 353)--(56; 359)--(58; 361)--(66; 364)--(84; 347)--(50; 229)--(33; 241)--(35; 249)--(41; 259)--(46; 250)--(45; 239)--(53; 243)--(54; 245)--(52; 262)--(55; 263)--(62; 265)--(61; 251)--(62; 228)--(67; 244)--(66; 251)--(74; 252)--(75; 247)--(50; 240)--(63; 248)--(63; 241)--(73; 235)--(69; 255)--(58; 260)--(42; 237)--(506; 84)--(507; 72)--(491; 73)--(488; 89)--(494; 92)--(505; 100)--(528; 82)--(525; 78)--(520; 72)--(515; 69)--(504; 67)--(499; 73)--(492; 80)--(514; 95)--(521; 95)--(518; 84)--(503; 78)--(501; 77)--(499; 92)--(525; 84)--(516; 101)--(509; 102)--(482; 78)--(502; 82)--(498; 100)--(491; 96)--(488; 96)--(472; 233)--(471; 235)--(464; 235)--(457; 226)--(478; 213)--(483; 213)--(490; 220)--(489; 226)--(471; 247)--(460; 248)--(460; 231)--(481; 226)--(485; 230)--(495; 241)--(491; 247)--(489; 249)--(484; 250)--(472; 225)--(471; 227)--(474; 217)--(467; 228)--(469; 245)--(474; 224)--(460; 227)--(274; 257)--(276; 252)
20190321112943,0057,excited,main,300.006928498,4,(507; 550),0,(255; 0; 0),1,0,147,7,6,(266; 253)--(263; 252)--(250; 251)--(248; 252)--(244; 258)--(242; 261)--(250; 267)--(260; 271)--(261; 274)--(275; 274)--(279; 274)--(285; 268)--(282; 263)--(259; 261)--(256; 257)--(258; 245)--(287; 252)--(285; 248)--(273; 237)--(270; 238)--(411; 533)--(389; 525)--(384; 529)--(381; 531)--(375; 541)--(382; 553)--(385; 555)--(387; 556)--(386; 560)--(404; 556)--(413; 550)--(416; 549)--(400; 549)--(396; 550)--(382; 545)--(387; 537)--(405; 524)--(401; 521)--(400; 539)--(404; 545)--(406; 544)--(53; 366)--(51; 357)--(53; 354)--(52; 348)--(57; 343)--(62; 337)--(86; 355)--(82; 371)--(66; 346)--(68; 343)--(67; 339)--(73; 352)--(69; 367)--(77; 367)--(77; 342)--(80; 335)--(74; 367)--(67; 359)--(69; 358)--(66; 356)--(69; 345)--(76; 351)--(78; 353)--(74; 358)--(65; 353)--(56; 359)--(58; 361)--(66; 364)--(84; 347)--(50; 229)--(33; 241)--(35; 249)--(41; 259)--(46; 250)--(45; 239)--(53; 243)--(54; 245)--(52; 262)--(55; 263)--(62; 265)--(61; 251)--(62; 228)--(67; 244)--(66; 251)--(74; 252)--(75; 247)--(50; 240)--(63; 248)--(63; 241)--(73; 235)--(69; 255)--(58; 260)--(42; 237)--(506; 84)--(507; 72)--(491; 73)--(488; 89)--(494; 92)--(505; 100)--(528; 82)--(525; 78)--(520; 72)--(515; 69)--(504; 67)--(499; 73)--(492; 80)--(514; 95)--(521; 95)--(518; 84)--(503; 78)--(501; 77)--(499; 92)--(525; 84)--(516; 101)--(509; 102)--(482; 78)--(502; 82)--(498; 100)--(491; 96)--(488; 96)--(472; 233)--(471; 235)--(464; 235)--(457; 226)--(478; 213)--(483; 213)--(490; 220)--(489; 226)--(471; 247)--(460; 248)--(460; 231)--(481; 226)--(485; 230)--(495; 241)--(491; 247)--(489; 249)--(484; 250)--(472; 225)--(471; 227)--(474; 217)--(467; 228)--(469; 245)--(474; 224)--(460; 227)--(274; 257)--(276; 252)
20190321112943,0057,excited,main,300.007027813,5,(473; 232),1,(255; 0; 0),1,24,147,7,6,(266; 253)--(263; 252)--(250; 251)--(248; 252)--(244; 258)--(242; 261)--(250; 267)--(260; 271)--(261; 274)--(275; 274)--(279; 274)--(285; 268)--(282; 263)--(259; 261)--(256; 257)--(258; 245)--(287; 252)--(285; 248)--(273; 237)--(270; 238)--(411; 533)--(389; 525)--(384; 529)--(381; 531)--(375; 541)--(382; 553)--(385; 555)--(387; 556)--(386; 560)--(404; 556)--(413; 550)--(416; 549)--(400; 549)--(396; 550)--(382; 545)--(387; 537)--(405; 524)--(401; 521)--(400; 539)--(404; 545)--(406; 544)--(53; 366)--(51; 357)--(53; 354)--(52; 348)--(57; 343)--(62; 337)--(86; 355)--(82; 371)--(66; 346)--(68; 343)--(67; 339)--(73; 352)--(69; 367)--(77; 367)--(77; 342)--(80; 335)--(74; 367)--(67; 359)--(69; 358)--(66; 356)--(69; 345)--(76; 351)--(78; 353)--(74; 358)--(65; 353)--(56; 359)--(58; 361)--(66; 364)--(84; 347)--(50; 229)--(33; 241)--(35; 249)--(41; 259)--(46; 250)--(45; 239)--(53; 243)--(54; 245)--(52; 262)--(55; 263)--(62; 265)--(61; 251)--(62; 228)--(67; 244)--(66; 251)--(74; 252)--(75; 247)--(50; 240)--(63; 248)--(63; 241)--(73; 235)--(69; 255)--(58; 260)--(42; 237)--(506; 84)--(507; 72)--(491; 73)--(488; 89)--(494; 92)--(505; 100)--(528; 82)--(525; 78)--(520; 72)--(515; 69)--(504; 67)--(499; 73)--(492; 80)--(514; 95)--(521; 95)--(518; 84)--(503; 78)--(501; 77)--(499; 92)--(525; 84)--(516; 101)--(509; 102)--(482; 78)--(502; 82)--(498; 100)--(491; 96)--(488; 96)--(472; 233)--(471; 235)--(464; 235)--(457; 226)--(478; 213)--(483; 213)--(490; 220)--(489; 226)--(471; 247)--(460; 248)--(460; 231)--(481; 226)--(485; 230)--(495; 241)--(491; 247)--(489; 249)--(484; 250)--(472; 225)--(471; 227)--(474; 217)--(467; 228)--(469; 245)--(474; 224)--(460; 227)--(274; 257)--(276; 252)
20190321112943,0057,excited,main,300.007189614,6,(505; 83),1,(255; 0; 0),1,27,147,7,6,(266; 253)--(263; 252)--(250; 251)--(248; 252)--(244; 258)--(242; 261)--(250; 267)--(260; 271)--(261; 274)--(275; 274)--(279; 274)--(285; 268)--(282; 263)--(259; 261)--(256; 257)--(258; 245)--(287; 252)--(285; 248)--(273; 237)--(270; 238)--(411; 533)--(389; 525)--(384; 529)--(381; 531)--(375; 541)--(382; 553)--(385; 555)--(387; 556)--(386; 560)--(404; 556)--(413; 550)--(416; 549)--(400; 549)--(396; 550)--(382; 545)--(387; 537)--(405; 524)--(401; 521)--(400; 539)--(404; 545)--(406; 544)--(53; 366)--(51; 357)--(53; 354)--(52; 348)--(57; 343)--(62; 337)--(86; 355)--(82; 371)--(66; 346)--(68; 343)--(67; 339)--(73; 352)--(69; 367)--(77; 367)--(77; 342)--(80; 335)--(74; 367)--(67; 359)--(69; 358)--(66; 356)--(69; 345)--(76; 351)--(78; 353)--(74; 358)--(65; 353)--(56; 359)--(58; 361)--(66; 364)--(84; 347)--(50; 229)--(33; 241)--(35; 249)--(41; 259)--(46; 250)--(45; 239)--(53; 243)--(54; 245)--(52; 262)--(55; 263)--(62; 265)--(61; 251)--(62; 228)--(67; 244)--(66; 251)--(74; 252)--(75; 247)--(50; 240)--(63; 248)--(63; 241)--(73; 235)--(69; 255)--(58; 260)--(42; 237)--(506; 84)--(507; 72)--(491; 73)--(488; 89)--(494; 92)--(505; 100)--(528; 82)--(525; 78)--(520; 72)--(515; 69)--(504; 67)--(499; 73)--(492; 80)--(514; 95)--(521; 95)--(518; 84)--(503; 78)--(501; 77)--(499; 92)--(525; 84)--(516; 101)--(509; 102)--(482; 78)--(502; 82)--(498; 100)--(491; 96)--(488; 96)--(472; 233)--(471; 235)--(464; 235)--(457; 226)--(478; 213)--(483; 213)--(490; 220)--(489; 226)--(471; 247)--(460; 248)--(460; 231)--(481; 226)--(485; 230)--(495; 241)--(491; 247)--(489; 249)--(484; 250)--(472; 225)--(471; 227)--(474; 217)--(467; 228)--(469; 245)--(474; 224)--(460; 227)--(274; 257)--(276; 252)
20190321112943,0057,excited,main,300.007289835,7,(265; 256),2,(255; 0; 0),1,22,147,7,6,(266; 253)--(263; 252)--(250; 251)--(248; 252)--(244; 258)--(242; 261)--(250; 267)--(260; 271)--(261; 274)--(275; 274)--(279; 274)--(285; 268)--(282; 263)--(259; 261)--(256; 257)--(258; 245)--(287; 252)--(285; 248)--(273; 237)--(270; 238)--(411; 533)--(389; 525)--(384; 529)--(381; 531)--(375; 541)--(382; 553)--(385; 555)--(387; 556)--(386; 560)--(404; 556)--(413; 550)--(416; 549)--(400; 549)--(396; 550)--(382; 545)--(387; 537)--(405; 524)--(401; 521)--(400; 539)--(404; 545)--(406; 544)--(53; 366)--(51; 357)--(53; 354)--(52; 348)--(57; 343)--(62; 337)--(86; 355)--(82; 371)--(66; 346)--(68; 343)--(67; 339)--(73; 352)--(69; 367)--(77; 367)--(77; 342)--(80; 335)--(74; 367)--(67; 359)--(69; 358)--(66; 356)--(69; 345)--(76; 351)--(78; 353)--(74; 358)--(65; 353)--(56; 359)--(58; 361)--(66; 364)--(84; 347)--(50; 229)--(33; 241)--(35; 249)--(41; 259)--(46; 250)--(45; 239)--(53; 243)--(54; 245)--(52; 262)--(55; 263)--(62; 265)--(61; 251)--(62; 228)--(67; 244)--(66; 251)--(74; 252)--(75; 247)--(50; 240)--(63; 248)--(63; 241)--(73; 235)--(69; 255)--(58; 260)--(42; 237)--(506; 84)--(507; 72)--(491; 73)--(488; 89)--(494; 92)--(505; 100)--(528; 82)--(525; 78)--(520; 72)--(515; 69)--(504; 67)--(499; 73)--(492; 80)--(514; 95)--(521; 95)--(518; 84)--(503; 78)--(501; 77)--(499; 92)--(525; 84)--(516; 101)--(509; 102)--(482; 78)--(502; 82)--(498; 100)--(491; 96)--(488; 96)--(472; 233)--(471; 235)--(464; 235)--(457; 226)--(478; 213)--(483; 213)--(490; 220)--(489; 226)--(471; 247)--(460; 248)--(460; 231)--(481; 226)--(485; 230)--(495; 241)--(491; 247)--(489; 249)--(484; 250)--(472; 225)--(471; 227)--(474; 217)--(467; 228)--(469; 245)--(474; 224)--(460; 227)--(274; 257)--(276; 252)
20190321112943,0057,excited,main,300.007401828,8,(68; 354),1,(255; 0; 0),1,29,147,7,6,(266; 253)--(263; 252)--(250; 251)--(248; 252)--(244; 258)--(242; 261)--(250; 267)--(260; 271)--(261; 274)--(275; 274)--(279; 274)--(285; 268)--(282; 263)--(259; 261)--(256; 257)--(258; 245)--(287; 252)--(285; 248)--(273; 237)--(270; 238)--(411; 533)--(389; 525)--(384; 529)--(381; 531)--(375; 541)--(382; 553)--(385; 555)--(387; 556)--(386; 560)--(404; 556)--(413; 550)--(416; 549)--(400; 549)--(396; 550)--(382; 545)--(387; 537)--(405; 524)--(401; 521)--(400; 539)--(404; 545)--(406; 544)--(53; 366)--(51; 357)--(53; 354)--(52; 348)--(57; 343)--(62; 337)--(86; 355)--(82; 371)--(66; 346)--(68; 343)--(67; 339)--(73; 352)--(69; 367)--(77; 367)--(77; 342)--(80; 335)--(74; 367)--(67; 359)--(69; 358)--(66; 356)--(69; 345)--(76; 351)--(78; 353)--(74; 358)--(65; 353)--(56; 359)--(58; 361)--(66; 364)--(84; 347)--(50; 229)--(33; 241)--(35; 249)--(41; 259)--(46; 250)--(45; 239)--(53; 243)--(54; 245)--(52; 262)--(55; 263)--(62; 265)--(61; 251)--(62; 228)--(67; 244)--(66; 251)--(74; 252)--(75; 247)--(50; 240)--(63; 248)--(63; 241)--(73; 235)--(69; 255)--(58; 260)--(42; 237)--(506; 84)--(507; 72)--(491; 73)--(488; 89)--(494; 92)--(505; 100)--(528; 82)--(525; 78)--(520; 72)--(515; 69)--(504; 67)--(499; 73)--(492; 80)--(514; 95)--(521; 95)--(518; 84)--(503; 78)--(501; 77)--(499; 92)--(525; 84)--(516; 101)--(509; 102)--(482; 78)--(502; 82)--(498; 100)--(491; 96)--(488; 96)--(472; 233)--(471; 235)--(464; 235)--(457; 226)--(478; 213)--(483; 213)--(490; 220)--(489; 226)--(471; 247)--(460; 248)--(460; 231)--(481; 226)--(485; 230)--(495; 241)--(491; 247)--(489; 249)--(484; 250)--(472; 225)--(471; 227)--(474; 217)--(467; 228)--(469; 245)--(474; 224)--(460; 227)--(274; 257)--(276; 252)
20190321112943,0057,excited,main,300.007497219,9,(97; 50),0,(255; 0; 0),1,0,147,7,6,(266; 253)--(263; 252)--(250; 251)--(248; 252)--(244; 258)--(242; 261)--(250; 267)--(260; 271)--(261; 274)--(275; 274)--(279; 274)--(285; 268)--(282; 263)--(259; 261)--(256; 257)--(258; 245)--(287; 252)--(285; 248)--(273; 237)--(270; 238)--(411; 533)--(389; 525)--(384; 529)--(381; 531)--(375; 541)--(382; 553)--(385; 555)--(387; 556)--(386; 560)--(404; 556)--(413; 550)--(416; 549)--(400; 549)--(396; 550)--(382; 545)--(387; 537)--(405; 524)--(401; 521)--(400; 539)--(404; 545)--(406; 544)--(53; 366)--(51; 357)--(53; 354)--(52; 348)--(57; 343)--(62; 337)--(86; 355)--(82; 371)--(66; 346)--(68; 343)--(67; 339)--(73; 352)--(69; 367)--(77; 367)--(77; 342)--(80; 335)--(74; 367)--(67; 359)--(69; 358)--(66; 356)--(69; 345)--(76; 351)--(78; 353)--(74; 358)--(65; 353)--(56; 359)--(58; 361)--(66; 364)--(84; 347)--(50; 229)--(33; 241)--(35; 249)--(41; 259)--(46; 250)--(45; 239)--(53; 243)--(54; 245)--(52; 262)--(55; 263)--(62; 265)--(61; 251)--(62; 228)--(67; 244)--(66; 251)--(74; 252)--(75; 247)--(50; 240)--(63; 248)--(63; 241)--(73; 235)--(69; 255)--(58; 260)--(42; 237)--(506; 84)--(507; 72)--(491; 73)--(488; 89)--(494; 92)--(505; 100)--(528; 82)--(525; 78)--(520; 72)--(515; 69)--(504; 67)--(499; 73)--(492; 80)--(514; 95)--(521; 95)--(518; 84)--(503; 78)--(501; 77)--(499; 92)--(525; 84)--(516; 101)--(509; 102)--(482; 78)--(502; 82)--(498; 100)--(491; 96)--(488; 96)--(472; 233)--(471; 235)--(464; 235)--(457; 226)--(478; 213)--(483; 213)--(490; 220)--(489; 226)--(471; 247)--(460; 248)--(460; 231)--(481; 226)--(485; 230)--(495; 241)--(491; 247)--(489; 249)--(484; 250)--(472; 225)--(471; 227)--(474; 217)--(467; 228)--(469; 245)--(474; 224)--(460; 227)--(274; 257)--(276; 252)
