expStartTime,subjectID,condition,block,timespent,patch_number,patch_center_coordinates,patch_times_entered,patch_color,patch_value_per_berry,patch_points_scored,total_points_scored,total_patches_entered,unique_patches_entered,all_encountered_berry_coords
20190314141803,0016,sad,baseline,300.014871577,1,(231; 245),17,(255; 0; 0),1,37,37,17,1,(230; 256)--(231; 265)--(229; 262)--(221; 228)--(226; 236)--(232; 248)--(229; 235)--(228; 233)--(242; 253)--(220; 258)--(210; 250)--(210; 247)--(222; 237)--(224; 242)--(220; 250)--(237; 250)--(239; 249)--(240; 247)--(234; 232)--(245; 251)--(224; 248)--(223; 246)--(217; 239)--(217; 236)--(249; 231)--(250; 257)--(244; 257)--(236; 246)--(209; 242)--(243; 232)--(223; 255)--(236; 225)--(232; 224)--(230; 223)--(231; 227)--(243; 229)--(213; 237)
20190314141803,0016,sad,baseline,300.014922895,2,(227; 404),0,(255; 0; 0),1,0,37,17,1,(230; 256)--(231; 265)--(229; 262)--(221; 228)--(226; 236)--(232; 248)--(229; 235)--(228; 233)--(242; 253)--(220; 258)--(210; 250)--(210; 247)--(222; 237)--(224; 242)--(220; 250)--(237; 250)--(239; 249)--(240; 247)--(234; 232)--(245; 251)--(224; 248)--(223; 246)--(217; 239)--(217; 236)--(249; 231)--(250; 257)--(244; 257)--(236; 246)--(209; 242)--(243; 232)--(223; 255)--(236; 225)--(232; 224)--(230; 223)--(231; 227)--(243; 229)--(213; 237)
20190314141803,0016,sad,baseline,300.01495278,3,(156; 393),0,(255; 0; 0),1,0,37,17,1,(230; 256)--(231; 265)--(229; 262)--(221; 228)--(226; 236)--(232; 248)--(229; 235)--(228; 233)--(242; 253)--(220; 258)--(210; 250)--(210; 247)--(222; 237)--(224; 242)--(220; 250)--(237; 250)--(239; 249)--(240; 247)--(234; 232)--(245; 251)--(224; 248)--(223; 246)--(217; 239)--(217; 236)--(249; 231)--(250; 257)--(244; 257)--(236; 246)--(209; 242)--(243; 232)--(223; 255)--(236; 225)--(232; 224)--(230; 223)--(231; 227)--(243; 229)--(213; 237)
20190314141803,0016,sad,baseline,300.014981458,4,(38; 176),0,(255; 0; 0),1,0,37,17,1,(230; 256)--(231; 265)--(229; 262)--(221; 228)--(226; 236)--(232; 248)--(229; 235)--(228; 233)--(242; 253)--(220; 258)--(210; 250)--(210; 247)--(222; 237)--(224; 242)--(220; 250)--(237; 250)--(239; 249)--(240; 247)--(234; 232)--(245; 251)--(224; 248)--(223; 246)--(217; 239)--(217; 236)--(249; 231)--(250; 257)--(244; 257)--(236; 246)--(209; 242)--(243; 232)--(223; 255)--(236; 225)--(232; 224)--(230; 223)--(231; 227)--(243; 229)--(213; 237)
20190314141803,0016,sad,baseline,300.015009833,5,(192; 101),0,(255; 0; 0),1,0,37,17,1,(230; 256)--(231; 265)--(229; 262)--(221; 228)--(226; 236)--(232; 248)--(229; 235)--(228; 233)--(242; 253)--(220; 258)--(210; 250)--(210; 247)--(222; 237)--(224; 242)--(220; 250)--(237; 250)--(239; 249)--(240; 247)--(234; 232)--(245; 251)--(224; 248)--(223; 246)--(217; 239)--(217; 236)--(249; 231)--(250; 257)--(244; 257)--(236; 246)--(209; 242)--(243; 232)--(223; 255)--(236; 225)--(232; 224)--(230; 223)--(231; 227)--(243; 229)--(213; 237)
20190314141803,0016,sad,baseline,300.015037605,6,(444; 180),0,(255; 0; 0),1,0,37,17,1,(230; 256)--(231; 265)--(229; 262)--(221; 228)--(226; 236)--(232; 248)--(229; 235)--(228; 233)--(242; 253)--(220; 258)--(210; 250)--(210; 247)--(222; 237)--(224; 242)--(220; 250)--(237; 250)--(239; 249)--(240; 247)--(234; 232)--(245; 251)--(224; 248)--(223; 246)--(217; 239)--(217; 236)--(249; 231)--(250; 257)--(244; 257)--(236; 246)--(209; 242)--(243; 232)--(223; 255)--(236; 225)--(232; 224)--(230; 223)--(231; 227)--(243; 229)--(213; 237)
20190314141803,0016,sad,baseline,300.015065377,7,(466; 545),0,(255; 0; 0),1,0,37,17,1,(230; 256)--(231; 265)--(229; 262)--(221; 228)--(226; 236)--(232; 248)--(229; 235)--(228; 233)--(242; 253)--(220; 258)--(210; 250)--(210; 247)--(222; 237)--(224; 242)--(220; 250)--(237; 250)--(239; 249)--(240; 247)--(234; 232)--(245; 251)--(224; 248)--(223; 246)--(217; 239)--(217; 236)--(249; 231)--(250; 257)--(244; 257)--(236; 246)--(209; 242)--(243; 232)--(223; 255)--(236; 225)--(232; 224)--(230; 223)--(231; 227)--(243; 229)--(213; 237)
20190314141803,0016,sad,baseline,300.015093149,8,(153; 515),0,(255; 0; 0),1,0,37,17,1,(230; 256)--(231; 265)--(229; 262)--(221; 228)--(226; 236)--(232; 248)--(229; 235)--(228; 233)--(242; 253)--(220; 258)--(210; 250)--(210; 247)--(222; 237)--(224; 242)--(220; 250)--(237; 250)--(239; 249)--(240; 247)--(234; 232)--(245; 251)--(224; 248)--(223; 246)--(217; 239)--(217; 236)--(249; 231)--(250; 257)--(244; 257)--(236; 246)--(209; 242)--(243; 232)--(223; 255)--(236; 225)--(232; 224)--(230; 223)--(231; 227)--(243; 229)--(213; 237)
20190314141803,0016,sad,baseline,300.015244386,9,(475; 408),0,(255; 0; 0),1,0,37,17,1,(230; 256)--(231; 265)--(229; 262)--(221; 228)--(226; 236)--(232; 248)--(229; 235)--(228; 233)--(242; 253)--(220; 258)--(210; 250)--(210; 247)--(222; 237)--(224; 242)--(220; 250)--(237; 250)--(239; 249)--(240; 247)--(234; 232)--(245; 251)--(224; 248)--(223; 246)--(217; 239)--(217; 236)--(249; 231)--(250; 257)--(244; 257)--(236; 246)--(209; 242)--(243; 232)--(223; 255)--(236; 225)--(232; 224)--(230; 223)--(231; 227)--(243; 229)--(213; 237)
