expStartTime,subjectID,condition,block,timespent,patch_number,patch_center_coordinates,patch_times_entered,patch_color,patch_value_per_berry,patch_points_scored,total_points_scored,total_patches_entered,unique_patches_entered,all_encountered_berry_coords
20190321120504,0081,excited,baseline,300.02087974,1,(356; 215),0,(255; 0; 0),1,0,90,4,3,(384; 508)--(381; 505)--(374; 505)--(371; 507)--(366; 511)--(365; 515)--(359; 527)--(361; 525)--(363; 532)--(373; 533)--(368; 531)--(371; 543)--(362; 535)--(359; 531)--(369; 527)--(372; 513)--(374; 502)--(377; 513)--(375; 532)--(377; 539)--(379; 523)--(379; 519)--(380; 517)--(385; 530)--(384; 532)--(388; 530)--(388; 527)--(386; 514)--(390; 542)--(394; 532)--(393; 505)--(398; 535)--(261; 466)--(270; 453)--(266; 457)--(266; 441)--(261; 462)--(257; 447)--(259; 442)--(259; 433)--(253; 451)--(254; 453)--(254; 458)--(255; 461)--(246; 443)--(247; 449)--(248; 460)--(243; 475)--(243; 454)--(242; 452)--(243; 445)--(240; 435)--(236; 456)--(234; 450)--(236; 447)--(234; 446)--(235; 441)--(234; 436)--(229; 449)--(231; 450)--(228; 465)--(232; 458)--(237; 467)--(233; 465)--(256; 443)--(256; 433)--(157; 375)--(160; 384)--(160; 371)--(160; 368)--(165; 352)--(165; 365)--(169; 389)--(169; 385)--(169; 367)--(170; 362)--(170; 352)--(174; 372)--(173; 387)--(180; 389)--(179; 384)--(179; 378)--(177; 371)--(178; 366)--(178; 361)--(179; 355)--(183; 365)--(185; 368)--(184; 381)--(193; 370)
20190321120504,0081,excited,baseline,300.021002902,2,(487; 109),0,(255; 0; 0),1,0,90,4,3,(384; 508)--(381; 505)--(374; 505)--(371; 507)--(366; 511)--(365; 515)--(359; 527)--(361; 525)--(363; 532)--(373; 533)--(368; 531)--(371; 543)--(362; 535)--(359; 531)--(369; 527)--(372; 513)--(374; 502)--(377; 513)--(375; 532)--(377; 539)--(379; 523)--(379; 519)--(380; 517)--(385; 530)--(384; 532)--(388; 530)--(388; 527)--(386; 514)--(390; 542)--(394; 532)--(393; 505)--(398; 535)--(261; 466)--(270; 453)--(266; 457)--(266; 441)--(261; 462)--(257; 447)--(259; 442)--(259; 433)--(253; 451)--(254; 453)--(254; 458)--(255; 461)--(246; 443)--(247; 449)--(248; 460)--(243; 475)--(243; 454)--(242; 452)--(243; 445)--(240; 435)--(236; 456)--(234; 450)--(236; 447)--(234; 446)--(235; 441)--(234; 436)--(229; 449)--(231; 450)--(228; 465)--(232; 458)--(237; 467)--(233; 465)--(256; 443)--(256; 433)--(157; 375)--(160; 384)--(160; 371)--(160; 368)--(165; 352)--(165; 365)--(169; 389)--(169; 385)--(169; 367)--(170; 362)--(170; 352)--(174; 372)--(173; 387)--(180; 389)--(179; 384)--(179; 378)--(177; 371)--(178; 366)--(178; 361)--(179; 355)--(183; 365)--(185; 368)--(184; 381)--(193; 370)
20190321120504,0081,excited,baseline,300.021065088,3,(247; 453),1,(255; 0; 0),1,34,90,4,3,(384; 508)--(381; 505)--(374; 505)--(371; 507)--(366; 511)--(365; 515)--(359; 527)--(361; 525)--(363; 532)--(373; 533)--(368; 531)--(371; 543)--(362; 535)--(359; 531)--(369; 527)--(372; 513)--(374; 502)--(377; 513)--(375; 532)--(377; 539)--(379; 523)--(379; 519)--(380; 517)--(385; 530)--(384; 532)--(388; 530)--(388; 527)--(386; 514)--(390; 542)--(394; 532)--(393; 505)--(398; 535)--(261; 466)--(270; 453)--(266; 457)--(266; 441)--(261; 462)--(257; 447)--(259; 442)--(259; 433)--(253; 451)--(254; 453)--(254; 458)--(255; 461)--(246; 443)--(247; 449)--(248; 460)--(243; 475)--(243; 454)--(242; 452)--(243; 445)--(240; 435)--(236; 456)--(234; 450)--(236; 447)--(234; 446)--(235; 441)--(234; 436)--(229; 449)--(231; 450)--(228; 465)--(232; 458)--(237; 467)--(233; 465)--(256; 443)--(256; 433)--(157; 375)--(160; 384)--(160; 371)--(160; 368)--(165; 352)--(165; 365)--(169; 389)--(169; 385)--(169; 367)--(170; 362)--(170; 352)--(174; 372)--(173; 387)--(180; 389)--(179; 384)--(179; 378)--(177; 371)--(178; 366)--(178; 361)--(179; 355)--(183; 365)--(185; 368)--(184; 381)--(193; 370)
20190321120504,0081,excited,baseline,300.021123952,4,(379; 521),2,(255; 0; 0),1,32,90,4,3,(384; 508)--(381; 505)--(374; 505)--(371; 507)--(366; 511)--(365; 515)--(359; 527)--(361; 525)--(363; 532)--(373; 533)--(368; 531)--(371; 543)--(362; 535)--(359; 531)--(369; 527)--(372; 513)--(374; 502)--(377; 513)--(375; 532)--(377; 539)--(379; 523)--(379; 519)--(380; 517)--(385; 530)--(384; 532)--(388; 530)--(388; 527)--(386; 514)--(390; 542)--(394; 532)--(393; 505)--(398; 535)--(261; 466)--(270; 453)--(266; 457)--(266; 441)--(261; 462)--(257; 447)--(259; 442)--(259; 433)--(253; 451)--(254; 453)--(254; 458)--(255; 461)--(246; 443)--(247; 449)--(248; 460)--(243; 475)--(243; 454)--(242; 452)--(243; 445)--(240; 435)--(236; 456)--(234; 450)--(236; 447)--(234; 446)--(235; 441)--(234; 436)--(229; 449)--(231; 450)--(228; 465)--(232; 458)--(237; 467)--(233; 465)--(256; 443)--(256; 433)--(157; 375)--(160; 384)--(160; 371)--(160; 368)--(165; 352)--(165; 365)--(169; 389)--(169; 385)--(169; 367)--(170; 362)--(170; 352)--(174; 372)--(173; 387)--(180; 389)--(179; 384)--(179; 378)--(177; 371)--(178; 366)--(178; 361)--(179; 355)--(183; 365)--(185; 368)--(184; 381)--(193; 370)
20190321120504,0081,excited,baseline,300.021295716,5,(170; 203),0,(255; 0; 0),1,0,90,4,3,(384; 508)--(381; 505)--(374; 505)--(371; 507)--(366; 511)--(365; 515)--(359; 527)--(361; 525)--(363; 532)--(373; 533)--(368; 531)--(371; 543)--(362; 535)--(359; 531)--(369; 527)--(372; 513)--(374; 502)--(377; 513)--(375; 532)--(377; 539)--(379; 523)--(379; 519)--(380; 517)--(385; 530)--(384; 532)--(388; 530)--(388; 527)--(386; 514)--(390; 542)--(394; 532)--(393; 505)--(398; 535)--(261; 466)--(270; 453)--(266; 457)--(266; 441)--(261; 462)--(257; 447)--(259; 442)--(259; 433)--(253; 451)--(254; 453)--(254; 458)--(255; 461)--(246; 443)--(247; 449)--(248; 460)--(243; 475)--(243; 454)--(242; 452)--(243; 445)--(240; 435)--(236; 456)--(234; 450)--(236; 447)--(234; 446)--(235; 441)--(234; 436)--(229; 449)--(231; 450)--(228; 465)--(232; 458)--(237; 467)--(233; 465)--(256; 443)--(256; 433)--(157; 375)--(160; 384)--(160; 371)--(160; 368)--(165; 352)--(165; 365)--(169; 389)--(169; 385)--(169; 367)--(170; 362)--(170; 352)--(174; 372)--(173; 387)--(180; 389)--(179; 384)--(179; 378)--(177; 371)--(178; 366)--(178; 361)--(179; 355)--(183; 365)--(185; 368)--(184; 381)--(193; 370)
20190321120504,0081,excited,baseline,300.021359411,6,(178; 96),0,(255; 0; 0),1,0,90,4,3,(384; 508)--(381; 505)--(374; 505)--(371; 507)--(366; 511)--(365; 515)--(359; 527)--(361; 525)--(363; 532)--(373; 533)--(368; 531)--(371; 543)--(362; 535)--(359; 531)--(369; 527)--(372; 513)--(374; 502)--(377; 513)--(375; 532)--(377; 539)--(379; 523)--(379; 519)--(380; 517)--(385; 530)--(384; 532)--(388; 530)--(388; 527)--(386; 514)--(390; 542)--(394; 532)--(393; 505)--(398; 535)--(261; 466)--(270; 453)--(266; 457)--(266; 441)--(261; 462)--(257; 447)--(259; 442)--(259; 433)--(253; 451)--(254; 453)--(254; 458)--(255; 461)--(246; 443)--(247; 449)--(248; 460)--(243; 475)--(243; 454)--(242; 452)--(243; 445)--(240; 435)--(236; 456)--(234; 450)--(236; 447)--(234; 446)--(235; 441)--(234; 436)--(229; 449)--(231; 450)--(228; 465)--(232; 458)--(237; 467)--(233; 465)--(256; 443)--(256; 433)--(157; 375)--(160; 384)--(160; 371)--(160; 368)--(165; 352)--(165; 365)--(169; 389)--(169; 385)--(169; 367)--(170; 362)--(170; 352)--(174; 372)--(173; 387)--(180; 389)--(179; 384)--(179; 378)--(177; 371)--(178; 366)--(178; 361)--(179; 355)--(183; 365)--(185; 368)--(184; 381)--(193; 370)
20190321120504,0081,excited,baseline,300.021418577,7,(69; 336),0,(255; 0; 0),1,0,90,4,3,(384; 508)--(381; 505)--(374; 505)--(371; 507)--(366; 511)--(365; 515)--(359; 527)--(361; 525)--(363; 532)--(373; 533)--(368; 531)--(371; 543)--(362; 535)--(359; 531)--(369; 527)--(372; 513)--(374; 502)--(377; 513)--(375; 532)--(377; 539)--(379; 523)--(379; 519)--(380; 517)--(385; 530)--(384; 532)--(388; 530)--(388; 527)--(386; 514)--(390; 542)--(394; 532)--(393; 505)--(398; 535)--(261; 466)--(270; 453)--(266; 457)--(266; 441)--(261; 462)--(257; 447)--(259; 442)--(259; 433)--(253; 451)--(254; 453)--(254; 458)--(255; 461)--(246; 443)--(247; 449)--(248; 460)--(243; 475)--(243; 454)--(242; 452)--(243; 445)--(240; 435)--(236; 456)--(234; 450)--(236; 447)--(234; 446)--(235; 441)--(234; 436)--(229; 449)--(231; 450)--(228; 465)--(232; 458)--(237; 467)--(233; 465)--(256; 443)--(256; 433)--(157; 375)--(160; 384)--(160; 371)--(160; 368)--(165; 352)--(165; 365)--(169; 389)--(169; 385)--(169; 367)--(170; 362)--(170; 352)--(174; 372)--(173; 387)--(180; 389)--(179; 384)--(179; 378)--(177; 371)--(178; 366)--(178; 361)--(179; 355)--(183; 365)--(185; 368)--(184; 381)--(193; 370)
20190321120504,0081,excited,baseline,300.021479253,8,(174; 367),1,(255; 0; 0),1,24,90,4,3,(384; 508)--(381; 505)--(374; 505)--(371; 507)--(366; 511)--(365; 515)--(359; 527)--(361; 525)--(363; 532)--(373; 533)--(368; 531)--(371; 543)--(362; 535)--(359; 531)--(369; 527)--(372; 513)--(374; 502)--(377; 513)--(375; 532)--(377; 539)--(379; 523)--(379; 519)--(380; 517)--(385; 530)--(384; 532)--(388; 530)--(388; 527)--(386; 514)--(390; 542)--(394; 532)--(393; 505)--(398; 535)--(261; 466)--(270; 453)--(266; 457)--(266; 441)--(261; 462)--(257; 447)--(259; 442)--(259; 433)--(253; 451)--(254; 453)--(254; 458)--(255; 461)--(246; 443)--(247; 449)--(248; 460)--(243; 475)--(243; 454)--(242; 452)--(243; 445)--(240; 435)--(236; 456)--(234; 450)--(236; 447)--(234; 446)--(235; 441)--(234; 436)--(229; 449)--(231; 450)--(228; 465)--(232; 458)--(237; 467)--(233; 465)--(256; 443)--(256; 433)--(157; 375)--(160; 384)--(160; 371)--(160; 368)--(165; 352)--(165; 365)--(169; 389)--(169; 385)--(169; 367)--(170; 362)--(170; 352)--(174; 372)--(173; 387)--(180; 389)--(179; 384)--(179; 378)--(177; 371)--(178; 366)--(178; 361)--(179; 355)--(183; 365)--(185; 368)--(184; 381)--(193; 370)
20190321120504,0081,excited,baseline,300.021576153,9,(547; 563),0,(255; 0; 0),1,0,90,4,3,(384; 508)--(381; 505)--(374; 505)--(371; 507)--(366; 511)--(365; 515)--(359; 527)--(361; 525)--(363; 532)--(373; 533)--(368; 531)--(371; 543)--(362; 535)--(359; 531)--(369; 527)--(372; 513)--(374; 502)--(377; 513)--(375; 532)--(377; 539)--(379; 523)--(379; 519)--(380; 517)--(385; 530)--(384; 532)--(388; 530)--(388; 527)--(386; 514)--(390; 542)--(394; 532)--(393; 505)--(398; 535)--(261; 466)--(270; 453)--(266; 457)--(266; 441)--(261; 462)--(257; 447)--(259; 442)--(259; 433)--(253; 451)--(254; 453)--(254; 458)--(255; 461)--(246; 443)--(247; 449)--(248; 460)--(243; 475)--(243; 454)--(242; 452)--(243; 445)--(240; 435)--(236; 456)--(234; 450)--(236; 447)--(234; 446)--(235; 441)--(234; 436)--(229; 449)--(231; 450)--(228; 465)--(232; 458)--(237; 467)--(233; 465)--(256; 443)--(256; 433)--(157; 375)--(160; 384)--(160; 371)--(160; 368)--(165; 352)--(165; 365)--(169; 389)--(169; 385)--(169; 367)--(170; 362)--(170; 352)--(174; 372)--(173; 387)--(180; 389)--(179; 384)--(179; 378)--(177; 371)--(178; 366)--(178; 361)--(179; 355)--(183; 365)--(185; 368)--(184; 381)--(193; 370)
