"subjectID" "window" "actual" "optimal"
"1" "8.75" 19.2900816704174 26.5467755203074
"1" "8.75" 27.9772113725792 26.5467755203074
"1" "8.75" 29.6293593905886 50.3158273978516
"1" "8.75" 70.5896715825888 76.2215648540996
"1" "8.75" 109.20413529125 114.981007364073
"1" "8.75" 152.318332299435 155.51701162645
"1" "8.75" 186.893623488961 190.670468695522
"1" "8.75" 232.860544177643 231.781861348958
"1" "8.75" 290.320520843238 284.04897779911
"1" "8.76" 19.2900816704174 26.5467755203074
"1" "8.76" 27.9772113725792 50.334384136227
"1" "8.76" 29.6293593905886 50.334384136227
"1" "8.76" 70.5896715825888 76.2375656751808
"1" "8.76" 109.20413529125 114.981007364073
"1" "8.76" 152.318332299435 155.532841590181
"1" "8.76" 186.893623488961 190.686377748698
"1" "8.76" 232.860544177643 231.781861348958
"1" "8.76" 290.320520843238 284.04897779911
"1" "8.77" 19.2900816704174 26.5651574770467
"1" "8.77" 27.9772113725792 26.5651574770467
"1" "8.77" 29.6293593905886 50.334384136227
"1" "8.77" 70.5896715825888 76.2375656751808
"1" "8.77" 109.20413529125 115.009077777828
"1" "8.77" 152.318332299435 155.532841590181
"1" "8.77" 186.893623488961 190.718373353498
"1" "8.77" 232.860544177643 231.781861348958
"1" "8.77" 290.320520843238 284.074453354585
"1" "8.78" 19.2900816704174 26.5651574770467
"1" "8.78" 27.9772113725792 50.3529949089943
"1" "8.78" 29.6293593905886 50.3529949089943
"1" "8.78" 70.5896715825888 76.2533573016613
"1" "8.78" 109.20413529125 115.009077777828
"1" "8.78" 152.318332299435 155.548818865549
"1" "8.78" 186.893623488961 190.702324535387
"1" "8.78" 232.860544177643 231.806231463411
"1" "8.78" 290.320520843238 284.074453354585
"1" "8.79" 19.2900816704174 26.5833066934726
"1" "8.79" 27.9772113725792 26.5833066934726
"1" "8.79" 29.6293593905886 50.3529949089943
"1" "8.79" 70.5896715825888 76.2533573016613
"1" "8.79" 109.20413529125 115.030440380293
"1" "8.79" 152.318332299435 155.564218365354
"1" "8.79" 186.893623488961 190.733847414726
"1" "8.79" 232.860544177643 231.806231463411
"1" "8.79" 290.320520843238 284.074453354585
"1" "8.8" 19.2900816704174 26.5833066934726
"1" "8.8" 27.9772113725792 50.3715664389072
"1" "8.8" 29.6293593905886 50.3715664389072
"1" "8.8" 70.5896715825888 76.2696596889853
"1" "8.8" 109.20413529125 115.030440380293
"1" "8.8" 152.318332299435 155.564218365354
"1" "8.8" 186.893623488961 190.702324535387
"1" "8.8" 232.860544177643 231.830778774446
"1" "8.8" 290.320520843238 284.100052977853
"1" "8.81" 19.2900816704174 26.6014577211071
"1" "8.81" 27.9772113725792 26.6014577211071
"1" "8.81" 29.6293593905886 50.3715664389072
"1" "8.81" 70.5896715825888 76.2856433035842
"1" "8.81" 109.20413529125 115.051574468599
"1" "8.81" 152.318332299435 155.580448304331
"1" "8.81" 186.893623488961 190.733847414726
"1" "8.81" 232.860544177643 231.830778774446
"1" "8.81" 290.320520843238 284.100052977853
"1" "8.82" 19.2900816704174 26.6014577211071
"1" "8.82" 27.9772113725792 50.3902840729857
"1" "8.82" 29.6293593905886 50.3902840729857
"1" "8.82" 70.5896715825888 76.2856433035842
"1" "8.82" 109.20413529125 115.051574468599
"1" "8.82" 152.318332299435 155.596974074057
"1" "8.82" 186.893623488961 190.766803563855
"1" "8.82" 232.860544177643 231.830778774446
"1" "8.82" 290.320520843238 284.100052977853
"1" "8.83" 19.2900816704174 26.6199546895966
"1" "8.83" 27.9772113725792 50.3902840729857
"1" "8.83" 29.6293593905886 50.3902840729857
"1" "8.83" 70.5896715825888 76.3018666014631
"1" "8.83" 109.20413529125 115.073358177079
"1" "8.83" 152.318332299435 155.596974074057
"1" "8.83" 186.893623488961 190.750548267956
"1" "8.83" 232.860544177643 231.855050479895
"1" "8.83" 290.320520843238 284.126003673735
"1" "8.84" 19.2900816704174 26.6380954537153
"1" "8.84" 27.9772113725792 26.6380954537153
"1" "8.84" 29.6293593905886 50.408835075867
"1" "8.84" 70.5896715825888 76.3168618998673
"1" "8.84" 109.20413529125 115.073358177079
"1" "8.84" 152.318332299435 155.613021382828
"1" "8.84" 186.893623488961 190.782478971113
"1" "8.84" 232.860544177643 231.855050479895
"1" "8.84" 290.320520843238 284.126003673735
"1" "8.85" 19.2900816704174 26.6380954537153
"1" "8.85" 27.9772113725792 50.408835075867
"1" "8.85" 29.6293593905886 50.408835075867
"1" "8.85" 70.5896715825888 76.3168618998673
"1" "8.85" 109.20413529125 115.094846960415
"1" "8.85" 152.318332299435 155.613021382828
"1" "8.85" 186.893623488961 190.798289011548
"1" "8.85" 232.860544177643 231.879274490183
"1" "8.85" 290.320520843238 284.155402910914
"1" "8.86" 19.2900816704174 26.6562863279404
"1" "8.86" 27.9772113725792 26.6562863279404
"1" "8.86" 29.6293593905886 50.4272813305139
"1" "8.86" 70.5896715825888 76.3334459301387
"1" "8.86" 109.20413529125 115.094846960415
"1" "8.86" 152.318332299435 155.628960019078
"1" "8.86" 186.893623488961 190.782478971113
"1" "8.86" 232.860544177643 231.879274490183
"1" "8.86" 290.320520843238 284.155402910914
"1" "8.87" 19.2900816704174 26.6562863279404
"1" "8.87" 27.9772113725792 50.4458884808638
"1" "8.87" 29.6293593905886 50.4458884808638
"1" "8.87" 70.5896715825888 76.3334459301387
"1" "8.87" 109.20413529125 115.115837359499
"1" "8.87" 152.318332299435 155.644959330819
"1" "8.87" 186.893623488961 190.814416315368
"1" "8.87" 232.860544177643 231.879274490183
"1" "8.87" 290.320520843238 284.155402910914
"1" "8.88" 19.2900816704174 26.6746604361089
"1" "8.88" 27.9772113725792 26.6746604361089
"1" "8.88" 29.6293593905886 50.4458884808638
"1" "8.88" 70.5896715825888 76.3497368464744
"1" "8.88" 109.20413529125 115.115837359499
"1" "8.88" 152.318332299435 155.644959330819
"1" "8.88" 186.893623488961 190.782478971113
"1" "8.88" 232.860544177643 231.903609587935
"1" "8.88" 290.320520843238 284.183685236084
"1" "8.89" 19.2900816704174 26.6746604361089
"1" "8.89" 27.9772113725792 50.4643567718828
"1" "8.89" 29.6293593905886 50.4643567718828
"1" "8.89" 70.5896715825888 76.3657621188726
"1" "8.89" 109.20413529125 115.136654788156
"1" "8.89" 152.318332299435 155.660983999481
"1" "8.89" 186.893623488961 190.814416315368
"1" "8.89" 232.860544177643 231.903609587935
"1" "8.89" 290.320520843238 284.183685236084
"1" "8.9" 19.2900816704174 26.6929026279128
"1" "8.9" 27.9772113725792 26.6929026279128
"1" "8.9" 29.6293593905886 50.4643567718828
"1" "8.9" 70.5896715825888 76.3657621188726
"1" "8.9" 109.20413529125 115.136654788156
"1" "8.9" 152.318332299435 155.67725680373
"1" "8.9" 186.893623488961 190.846790160911
"1" "8.9" 232.860544177643 231.927834805695
"1" "8.9" 290.320520843238 284.183685236084
"1" "8.91" 19.2900816704174 26.6929026279128
"1" "8.91" 27.9772113725792 50.4830288238766
"1" "8.91" 29.6293593905886 50.4830288238766
"1" "8.91" 70.5896715825888 76.3821149181711
"1" "8.91" 109.20413529125 115.157750539212
"1" "8.91" 152.318332299435 155.67725680373
"1" "8.91" 186.893623488961 190.83056082567
"1" "8.91" 232.860544177643 231.927834805695
"1" "8.91" 290.320520843238 284.209275803309
"1" "8.92" 19.2900816704174 26.7112906220143
"1" "8.92" 27.9772113725792 26.7112906220143
"1" "8.92" 29.6293593905886 50.4830288238766
"1" "8.92" 70.5896715825888 76.3821149181711
"1" "8.92" 109.20413529125 115.157750539212
"1" "8.92" 152.318332299435 155.693233475362
"1" "8.92" 186.893623488961 190.846790160911
"1" "8.92" 232.860544177643 231.927834805695
"1" "8.92" 290.320520843238 284.209275803309
"1" "8.93" 19.2900816704174 26.7112906220143
"1" "8.93" 27.9772113725792 50.5018010960831
"1" "8.93" 29.6293593905886 50.5018010960831
"1" "8.93" 70.5896715825888 76.3984915650503
"1" "8.93" 109.20413529125 115.178564949188
"1" "8.93" 152.318332299435 155.693233475362
"1" "8.93" 186.893623488961 190.878490840567
"1" "8.93" 232.860544177643 231.952133679274
"1" "8.93" 290.320520843238 284.234856408886
"1" "8.94" 19.2900816704174 26.7294685159107
"1" "8.94" 27.9772113725792 50.5018010960831
"1" "8.94" 29.6293593905886 50.5018010960831
"1" "8.94" 70.5896715825888 76.4138792919985
"1" "8.94" 109.20413529125 115.178564949188
"1" "8.94" 152.318332299435 155.709281086001
"1" "8.94" 186.893623488961 190.862341198507
"1" "8.94" 232.860544177643 231.952133679274
"1" "8.94" 290.320520843238 284.234856408886
"1" "8.95" 19.2900816704174 26.7477943251814
"1" "8.95" 27.9772113725792 26.7477943251814
"1" "8.95" 29.6293593905886 50.520522654447
"1" "8.95" 70.5896715825888 76.4138792919985
"1" "8.95" 109.20413529125 93.6267437034085
"1" "8.95" 152.318332299435 155.724775070524
"1" "8.95" 186.893623488961 190.893694126099
"1" "8.95" 232.860544177643 231.976480549883
"1" "8.95" 290.320520843238 284.234856408886
"1" "8.96" 19.2900816704174 26.7477943251814
"1" "8.96" 27.9772113725792 50.520522654447
"1" "8.96" 29.6293593905886 50.520522654447
"1" "8.96" 70.5896715825888 76.4298290973691
"1" "8.96" 109.20413529125 115.199644097497
"1" "8.96" 152.318332299435 155.724775070524
"1" "8.96" 186.893623488961 190.862341198507
"1" "8.96" 232.860544177643 231.976480549883
"1" "8.96" 290.320520843238 284.260525763689
"1" "8.97" 19.2900816704174 26.7659622574301
"1" "8.97" 27.9772113725792 26.7659622574301
"1" "8.97" 29.6293593905886 50.5390519228244
"1" "8.97" 70.5896715825888 76.4455528035246
"1" "8.97" 109.20413529125 93.6467968020092
"1" "8.97" 152.318332299435 155.741048478509
"1" "8.97" 186.893623488961 190.893694126099
"1" "8.97" 232.860544177643 232.000708786324
"1" "8.97" 290.320520843238 284.260525763689
"1" "8.98" 19.2900816704174 26.7659622574301
"1" "8.98" 27.9772113725792 50.5390519228244
"1" "8.98" 29.6293593905886 50.5390519228244
"1" "8.98" 70.5896715825888 76.4455528035246
"1" "8.98" 109.20413529125 115.220725057015
"1" "8.98" 152.318332299435 155.757073449039
"1" "8.98" 186.893623488961 190.926265695255
"1" "8.98" 232.860544177643 232.000708786324
"1" "8.98" 290.320520843238 284.260525763689
"1" "8.99" 19.2900816704174 26.7843098012048
"1" "8.99" 27.9772113725792 26.7843098012048
"1" "8.99" 29.6293593905886 50.5577743867927
"1" "8.99" 70.5896715825888 76.4619732212799
"1" "8.99" 109.20413529125 93.6669440834605
"1" "8.99" 152.318332299435 155.757073449039
"1" "8.99" 186.893623488961 190.91047165383
"1" "8.99" 232.860544177643 232.000708786324
"1" "8.99" 290.320520843238 284.286724293289
"1" "9" 19.2900816704174 26.7843098012048
"1" "9" 27.9772113725792 76.4782484404739
"1" "9" 29.6293593905886 76.4782484404739
"1" "9" 70.5896715825888 76.4782484404739
"1" "9" 109.20413529125 115.241666251598
"1" "9" 152.318332299435 154.15680176774
"1" "9" 186.893623488961 189.102104473534
"1" "9" 232.860544177643 232.025011886057
"1" "9" 290.320520843238 284.286724293289
"1" "9.01" 19.2900816704174 26.802465658729
"1" "9.01" 27.9772113725792 26.802465658729
"1" "9.01" 29.6293593905886 76.4782484404739
"1" "9.01" 70.5896715825888 76.4782484404739
"1" "9.01" 109.20413529125 93.6870989116145
"1" "9.01" 152.318332299435 154.173009670345
"1" "9.01" 186.893623488961 189.118079333958
"1" "9.01" 232.860544177643 232.025011886057
"1" "9.01" 290.320520843238 284.312275919528
"1" "9.02" 19.2900816704174 26.802465658729
"1" "9.02" 27.9772113725792 76.4941276087065
"1" "9.02" 29.6293593905886 76.4941276087065
"1" "9.02" 70.5896715825888 76.4941276087065
"1" "9.02" 109.20413529125 115.262685630021
"1" "9.02" 152.318332299435 154.188774732432
"1" "9.02" 186.893623488961 189.118079333958
"1" "9.02" 232.860544177643 232.049201181512
"1" "9.02" 290.320520843238 284.312275919528
"1" "9.03" 19.2900816704174 26.8208563696435
"1" "9.03" 27.9772113725792 26.8208563696435
"1" "9.03" 29.6293593905886 76.4941276087065
"1" "9.03" 70.5896715825888 76.4941276087065
"1" "9.03" 109.20413529125 115.262685630021
"1" "9.03" 152.318332299435 154.188774732432
"1" "9.03" 186.893623488961 189.134175545362
"1" "9.03" 232.860544177643 232.049201181512
"1" "9.03" 290.320520843238 284.312275919528
"1" "9.04" 19.2900816704174 26.8208563696435
"1" "9.04" 27.9772113725792 76.5101293353921
"1" "9.04" 29.6293593905886 76.5101293353921
"1" "9.04" 70.5896715825888 76.5101293353921
"1" "9.04" 109.20413529125 115.283765683935
"1" "9.04" 152.318332299435 154.204314902776
"1" "9.04" 186.893623488961 189.134175545362
"1" "9.04" 232.860544177643 232.049201181512
"1" "9.04" 290.320520843238 284.337823319613
"1" "9.05" 19.2900816704174 26.8391839901229
"1" "9.05" 27.9772113725792 76.5262050197648
"1" "9.05" 29.6293593905886 76.5262050197648
"1" "9.05" 70.5896715825888 76.5262050197648
"1" "9.05" 109.20413529125 115.283765683935
"1" "9.05" 152.318332299435 154.204314902776
"1" "9.05" 186.893623488961 189.150121124579
"1" "9.05" 232.860544177643 232.07349220652
"1" "9.05" 290.320520843238 284.337823319613
"1" "9.06" 19.2900816704174 26.8574198426965
